siteCode,secondOctet,city,firstLineAddress,floorNumber,regionalDHCPServer,,guestNetworkSecondOctet,guestNetworkThirdOctet,,syslogHost,interouteCEASN,attASN
PAR,73,Paris,10 Avenue Hoche,Basement,10.65.2.127,,30,96,,10.2.1.52,64973,65073
